Date,Experiment,Incubation,Housing,Core,Replicate,Analyte,Time,Depth,mV,mV.sd,mV.correct,N2O,N2O.shifted
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:20,1,5.826690674,0.003841875,6.217720769,0.026592878,0.02560458
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:21,1.5,5.484680176,0.00344093,5.878577369,0.019437632,0.018449334
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:21,2,5.375213623,0.004,5.771977914,0.017188598,0.016200299
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:22,2.5,5.140808105,0.003666061,5.54032481,0.012301182,0.011312883
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:22,3,4.923095703,0.005015974,5.325250138,0.007763537,0.006775239
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:23,3.5,4.909606934,0.004582576,5.31474315,0.007541861,0.006553563
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:23,4,4.862030029,0.0048,5.270033343,0.006598574,0.005610275
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:23,4.5,4.834381104,0.004983974,5.2453662,0.006078147,0.005089848
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:24,5,4.741577148,0.004386343,5.155544025,0.004183079,0.003194781
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:24,5.5,4.856170654,0.004963869,5.273004629,0.006661262,0.005672964
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:25,6,4.699005127,0.004,5.1187062,0.003405875,0.002417576
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:25,6.5,4.558166504,0.003736308,4.980849359,0.000497372,0
28102020,Mangrove4,N2O,Treatment,2,6,N2O,2020-10-28 5:25,7,4.601837158,0,5.027387111,0.001479225,0
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:28,-1,5.922088623,0.003605551,6.362088748,0.029638753,0.030191748
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:28,-0.5,5.953765869,0.004237924,6.396633092,0.030367569,0.030920564
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:28,0,5.968322754,2.43E-17,6.414057075,0.03073518,0.031288175
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:29,0.5,5.858093262,0.0051225,6.306809365,0.028472469,0.029025464
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:29,1,5.606292725,0.004386343,6.057990609,0.023222892,0.023775887
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:30,1.5,5.440765381,0.003841875,5.895330363,0.019791087,0.020344082
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:30,2,5.282470703,0.004963869,5.740017467,0.016514296,0.017067291
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:31,2.5,5.07119751,0.002828427,5.531611372,0.012117346,0.012670341
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:31,3,4.89541626,0.004489989,5.358697219,0.008469204,0.009022199
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:31,3.5,4.756378174,0.004582576,5.222640915,0.005598689,0.006151684
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:32,4,4.744934082,0.004582576,5.214063921,0.005417731,0.005970726
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:32,4.5,4.611541748,0.001959592,5.083538685,0.002663911,0.003216905
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:33,5,4.549102783,0.001959592,5.024081501,0.001409483,0.001962478
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:33,5.5,4.522705078,0.003,5.000665578,0.000915454,0.001468449
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:34,6,4.484100342,0.003,4.96492794,0.000161462,0.000714457
28102020,Mangrove4,N2O,Treatment,3,7,N2O,2020-10-28 5:34,6.5,4.413391113,0.0048,4.897200492,-0.001267452,0
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:36,-1,5.888244629,0.004142463,6.386389497,0.03015145,0.029272412
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:36,-0.5,5.880187988,0.003104835,6.381314638,0.03004438,0.029165343
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:37,0,5.831542969,0.003,6.335307349,0.029073719,0.028194682
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:37,0.5,5.726806641,0.004737088,6.233208751,0.026919643,0.026040606
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:38,1,5.572570801,0.004476606,6.081725325,0.023723647,0.022844609
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:38,1.5,5.346038818,0.004386343,5.857831072,0.018999927,0.01812089
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:38,2,5.125335693,0.003249615,5.639995045,0.014404024,0.013524986
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:39,2.5,5.090026855,0.003104835,5.607667988,0.013721988,0.01284295
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:39,3,4.846984863,0.005,5.367607778,0.008657199,0.007778161
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:40,3.5,4.700653076,0.005385165,5.224143089,0.005630381,0.004751344
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:40,4,4.727661133,0.004489989,5.254018243,0.006260687,0.00538165
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:41,4.5,4.655090332,0.002374868,5.184429224,0.004792499,0.003913461
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:41,5,4.611450195,0.0028,5.143656185,0.003932269,0.003053232
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:41,5.5,4.4765625,0.004898979,5.011750272,0.001149319,0
28102020,Mangrove4,N2O,Treatment,4,8,N2O,2020-10-28 5:42,6,4.448303223,0.004,4.986128725,0.000608756,0
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:01,-1,7.04284668,0.004489989,7.06614784,0.027486235,0.026109261
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:01,-0.5,7.055603027,0.004853865,7.080734736,0.027824618,0.026447644
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:01,0,7.097625732,0.004995998,7.124661212,0.028843612,0.027466638
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:02,0.5,7.028625488,0.004664761,7.057491517,0.027285428,0.025908454
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:02,1,6.809936523,0.002374868,6.840706323,0.022256506,0.020879531
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:03,1.5,6.603820801,0.004983974,6.63642115,0.017517555,0.01614058
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:03,2,6.452514648,0.00346987,6.487018768,0.01405176,0.012674785
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:04,2.5,6.198638916,0.004898979,6.234827142,0.008201488,0.006824514
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:04,3,6.011657715,0.003,6.049749712,0.003908114,0.002531139
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:04,3.5,5.932373047,0.0028,5.972295593,0.002111354,0.00073438
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:05,4,5.935760498,0.0028,5.977586815,0.002234099,0.000857124
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:05,4.5,5.889923096,0.0014,5.933579962,0.00121324,0
29102020,Mangrove5,N2O,Treatment,1,1,N2O,2020-10-29 4:06,5.5,5.90045166,0.001959592,5.947696402,0.001540709,0
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:14,-1,7.110931396,0.00565685,7.193908456,0.030449991,0.031121411
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:15,-0.5,7.118835449,0.00493558,7.203643058,0.030675811,0.031347232
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:15,0,7.091583252,0.00489898,7.178148188,0.030084388,0.030755809
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:15,0.5,7.032897949,0.00473709,7.121293434,0.028765488,0.029436908
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:16,1,6.808868408,0.00501597,6.899167664,0.023612676,0.024284096
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:16,1.5,6.643463135,0.0046,6.73559294,0.019818115,0.020489535
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:17,2,6.474731445,0.004,6.568765021,0.015948087,0.016619508
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:17,2.5,6.157165527,0.00414246,6.253029652,0.008623745,0.009295166
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:18,3,5.992584229,0.0048,6.090352125,0.004849997,0.005521418
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:18,3.5,5.876495361,0.00468615,5.976093806,0.002199464,0.002870885
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:18,4,5.861358643,0.00627375,5.962860859,0.00189249,0.002563911
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:19,4.5,5.921813965,0.00391918,6.02514673,0.00333738,0.004008801
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:19,5,5.854888916,0.00608276,5.96005223,0.001827336,0.002498757
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:20,5.5,5.730041504,0.005,5.837108589,-0.001024676,0
29102020,Mangrove5,N2O,Treatment,2,2,N2O,2020-10-29 4:20,6,5.758666992,0.00496387,5.867564626,-0.000318165,0
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:24,-1,7.11056519,0.004963869,7.236010988,0.031426674,0.031972554
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:24,-0.5,7.13668823,0.004582576,7.264037799,0.032076832,0.032622712
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:25,0,7.07733154,0.004963869,7.206511658,0.030742356,0.031288237
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:25,0.5,6.95791626,0.005291502,7.088926927,0.028014658,0.028560539
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:26,1,6.69247437,0.005291502,6.825388808,0.021901174,0.022447055
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:26,1.5,6.42385864,0.004898979,6.558603627,0.015712366,0.016258246
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:26,2,6.23886108,0.003155947,6.375509838,0.011465007,0.012010887
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:27,2.5,6.05895996,0.004963869,6.197292823,0.007330778,0.007876658
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:27,3,5.96118164,0.005425864,6.101345053,0.005105008,0.005650889
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:28,3.5,5.80755615,0.004476606,5.949623334,0.00158541,0.00213129
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:28,4,5.72207642,0.004935585,5.865974153,-0.000355061,0
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:28,4.5,5.73101807,0.004935585,5.876746352,-0.00010517,0
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:29,5,5.70758057,0.004983974,5.855212623,-0.000604704,0
29102020,Mangrove5,N2O,Treatment,3,3,N2O,2020-10-29 4:29,5.5,5.71060181,0.004995998,5.860284078,-0.000487058,0
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:31,-1,6.981079102,0.004123106,7.13896223,0.029175363,0.03003501
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:32,-0.5,7.031066895,0.004715931,7.190853794,0.03037913,0.031238776
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:32,0,7.016357422,0.004582576,7.17797487,0.030080368,0.030940014
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:33,0.5,6.926116943,0.002441311,7.089638162,0.028031157,0.028890804
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:33,1,6.817840576,0.00346987,6.983192344,0.025561857,0.026421503
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:33,1.5,6.588897705,0.003249615,6.756153244,0.020295067,0.021154713
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:34,2,6.345550537,0.004820788,6.514636625,0.014692431,0.015552078
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:34,2.5,6.170837402,0.0046,6.341680817,0.01068025,0.011539897
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:35,3,6.0418396,0.003605551,6.214513564,0.00773026,0.008589906
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:35,3.5,5.889923096,0.004995998,6.064500831,0.004250306,0.005109953
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:35,4,5.807281494,0.004582576,5.983763,0.002377372,0.003237019
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:36,4.5,5.709197998,0.002712932,5.887510053,0.000144523,0.00100417
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:36,5,5.663726807,0.00344093,5.843869411,-0.00086784,0
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:37,5.5,5.653533936,0.001959592,5.835580311,-0.001060129,0
29102020,Mangrove5,N2O,Treatment,4,4,N2O,2020-10-29 4:37,6,5.668914795,0.001959592,5.852864941,-0.000659165,0
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:48,-1,6.96862793,0.002712932,7.200392018,0.030600395,0.030727091
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:48,-0.5,7.019958496,0.004270831,7.253626355,0.03183531,0.031962006
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:49,0,6.966125488,0.003919184,7.201697118,0.03063067,0.030757366
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:49,0.5,6.905822754,0.0014,7.143298155,0.029275947,0.029402643
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:50,1,6.774353027,0.003841875,7.013658977,0.026268613,0.02639531
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:50,1.5,6.574584961,0.003249615,6.81572146,0.021676914,0.02180361
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:51,2,6.345428467,0.004853865,6.588468737,0.016405168,0.016531865
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:51,2.5,6.140472412,0.001959592,6.385196787,0.011689722,0.011816418
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:51,3,5.97265625,0.003249615,6.219284396,0.007840932,0.007967629
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:52,3.5,5.863525391,0.004983974,6.112057308,0.005353508,0.005480204
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:52,4,5.782226563,0.004386343,6.032589029,0.003510025,0.003636721
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:53,4.5,5.778106689,0.004270831,6.030372926,0.003458616,0.003585313
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:53,5,5.684448242,0.003919184,5.93861825,0.001330117,0.001456813
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:54,5.5,5.625640869,0.00344093,5.881641427,8.38E-06,0
29102020,Mangrove5,N2O,Treatment,1,5,N2O,2020-10-29 4:54,6,5.612091064,0.004176123,5.869995393,-0.000261777,0
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:57,-1,6.847106934,0.00346987,7.117019664,0.028666346,0.028283213
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:57,-0.5,6.908081055,0.002828427,7.179824335,0.030123271,0.029740139
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:58,0,6.909637451,0.004237924,7.183284502,0.030203539,0.029820407
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:58,0.5,6.725219727,0.005713143,7.000697327,0.025967933,0.0255848
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:58,1,6.529846191,0.004582576,6.807227562,0.021479875,0.021096742
29102020,Mangrove5,N2O,Treatment,2,6,N2O,2020-10-29 4:59,1.5,6.256469727,0.004995998,6.535535203,0.015177231,0.014794098
